scenario,N,net,t0,method,sigma,time,wait,stops,lefts,rights,links,away
sync_zero,8,20,105.0,SP-STATIC,,1138.4898251076288,313.68635682992544,6,3,4,14,
sync_zero,8,20,105.0,GREEDY,,1086.2084133702704,205.51692096141238,5,4,4,14,
sync_zero,8,20,105.0,TD-OPT,,1054.2260080635656,226.15270927296604,6,3,4,14,0
sync_zero,8,21,0.0,SP-FF,,1123.0375348185241,336.20179775394195,6,3,4,14,
sync_zero,8,21,0.0,SP-STATIC,,1003.0375348185241,214.6573657323528,4,4,5,14,
sync_zero,8,21,0.0,GREEDY,,1574.3285225800305,621.8136437592877,11,1,1,14,
sync_zero,8,21,0.0,TD-OPT,,1003.0375348185241,201.37094092989645,5,3,4,14,0
sync_zero,8,21,15.0,SP-FF,,1108.0375348185241,321.20179775394195,5,3,4,14,
sync_zero,8,21,15.0,SP-STATIC,,988.0375348185241,199.6573657323528,3,4,5,14,
sync_zero,8,21,15.0,GREEDY,,1106.7697754853202,206.1801368428729,4,3,3,14,
sync_zero,8,21,15.0,TD-OPT,,988.0375348185241,186.37094092989645,4,3,4,14,0
sync_zero,8,21,30.0,SP-FF,,1093.0375348185241,306.20179775394195,5,3,4,14,
sync_zero,8,21,30.0,SP-STATIC,,973.0375348185241,184.6573657323528,3,4,5,14,
sync_zero,8,21,30.0,GREEDY,,1091.7697754853202,191.1801368428729,4,3,3,14,
sync_zero,8,21,30.0,TD-OPT,,973.0375348185241,171.37094092989645,4,3,4,14,0
sync_zero,8,21,45.0,SP-FF,,1078.0375348185241,291.20179775394195,5,3,4,14,
sync_zero,8,21,45.0,SP-STATIC,,958.0375348185241,169.6573657323528,3,4,5,14,
sync_zero,8,21,45.0,GREEDY,,1076.7697754853202,176.1801368428729,4,3,3,14,
sync_zero,8,21,45.0,TD-OPT,,958.0375348185241,156.37094092989645,4,3,4,14,0
sync_zero,8,21,60.0,SP-FF,,1183.0375348185241,396.20179775394195,6,3,4,14,
sync_zero,8,21,60.0,SP-STATIC,,1063.0375348185241,274.6573657323528,4,4,5,14,
sync_zero,8,21,60.0,GREEDY,,1634.3285225800305,681.8136437592877,12,1,1,14,
sync_zero,8,21,60.0,TD-OPT,,1034.3285225800305,147.4657549533608,4,6,5,14,0
sync_zero,8,21,75.0,SP-FF,,1168.0375348185241,381.20179775394195,6,3,4,14,
sync_zero,8,21,75.0,SP-STATIC,,1048.0375348185241,259.6573657323528,4,4,5,14,
sync_zero,8,21,75.0,GREEDY,,1619.3285225800305,666.8136437592877,12,1,1,14,
sync_zero,8,21,75.0,TD-OPT,,1019.3285225800305,132.46575495336083,3,6,5,14,0
sync_zero,8,21,90.0,SP-FF,,1153.0375348185241,366.20179775394195,6,3,4,14,
sync_zero,8,21,90.0,SP-STATIC,,1033.0375348185241,244.6573657323528,4,4,5,14,
sync_zero,8,21,90.0,GREEDY,,1604.3285225800305,651.8136437592877,12,1,1,14,
sync_zero,8,21,90.0,TD-OPT,,1033.0375348185241,231.37094092989645,5,3,4,14,0
sync_zero,8,21,105.0,SP-FF,,1138.0375348185241,351.20179775394195,6,3,4,14,
sync_zero,8,21,105.0,SP-STATIC,,1018.0375348185241,229.6573657323528,4,4,5,14,
sync_zero,8,21,105.0,GREEDY,,1589.3285225800305,636.8136437592877,12,1,1,14,
sync_zero,8,21,105.0,TD-OPT,,1018.0375348185241,216.37094092989645,5,3,4,14,0
sync_zero,8,22,0.0,SP-FF,,1068.2004648716215,269.5995863432519,5,4,4,14,
sync_zero,8,22,0.0,SP-STATIC,,1068.2004648716215,260.7448640384205,4,5,5,14,
sync_zero,8,22,0.0,GREEDY,,1308.2004648716215,399.7716021547441,8,2,2,14,
sync_zero,8,22,0.0,TD-OPT,,868.0571065553668,58.33580893479922,3,5,5,14,0
sync_zero,8,22,15.0,SP-FF,,1053.2004648716215,254.59958634325184,5,4,4,14,
sync_zero,8,22,15.0,SP-STATIC,,1053.2004648716215,245.74486403842047,4,5,5,14,
sync_zero,8,22,15.0,GREEDY,,1293.2004648716215,384.7716021547441,8,2,2,14,
sync_zero,8,22,15.0,TD-OPT,,853.0571065553668,43.33580893479922,3,5,5,14,0
sync_zero,8,22,30.0,SP-FF,,1038.2004648716215,239.59958634325184,5,4,4,14,
sync_zero,8,22,30.0,SP-STATIC,,1038.2004648716215,230.74486403842047,4,5,5,14,
sync_zero,8,22,30.0,GREEDY,,1278.2004648716215,369.7716021547441,8,2,2,14,
sync_zero,8,22,30.0,TD-OPT,,838.0571065553668,28.335808934799218,3,5,5,14,0
sync_zero,8,22,45.0,SP-FF,,1023.2004648716215,224.59958634325184,4,4,4,14,
sync_zero,8,22,45.0,SP-STATIC,,1023.2004648716215,215.74486403842042,3,5,5,14,
sync_zero,8,22,45.0,GREEDY,,1023.2004648716215,178.47308246865305,4,4,4,14,
sync_zero,8,22,45.0,TD-OPT,,943.0571065553668,122.86671697367761,5,6,5,14,0
sync_zero,8,22,60.0,SP-FF,,1128.2004648716215,329.5995863432518,5,4,4,14,
sync_zero,8,22,60.0,SP-STATIC,,1128.2004648716215,320.74486403842036,4,5,5,14,
sync_zero,8,22,60.0,GREEDY,,1128.2004648716215,282.8264340220573,6,3,3,14,
sync_zero,8,22,60.0,TD-OPT,,928.0571065553668,107.86671697367763,4,6,5,14,0
sync_zero,8,22,75.0,SP-FF,,1113.2004648716215,314.5995863432519,5,4,4,14,
sync_zero,8,22,75.0,SP-STATIC,,1113.2004648716215,305.74486403842036,4,5,5,14,
sync_zero,8,22,75.0,GREEDY,,1113.2004648716215,267.82643402205736,6,3,3,14,
sync_zero,8,22,75.0,TD-OPT,,913.0571065553668,92.86671697367763,4,6,5,14,0
sync_zero,8,22,90.0,SP-FF,,1098.2004648716215,299.5995863432519,5,4,4,14,
sync_zero,8,22,90.0,SP-STATIC,,1098.2004648716215,290.74486403842036,4,5,5,14,
sync_zero,8,22,90.0,GREEDY,,1098.2004648716215,252.82643402205733,6,3,3,14,
sync_zero,8,22,90.0,TD-OPT,,898.0571065553668,77.86671697367763,4,6,5,14,0
sync_zero,8,22,105.0,SP-FF,,1083.2004648716215,284.5995863432519,5,4,4,14,
sync_zero,8,22,105.0,SP-STATIC,,1083.2004648716215,275.74486403842036,4,5,5,14,
sync_zero,8,22,105.0,GREEDY,,1083.2004648716215,237.82643402205733,6,3,3,14,
sync_zero,8,22,105.0,TD-OPT,,883.0571065553668,73.33580893479913,4,5,5,14,0
sync_zero,8,23,0.0,SP-FF,,1333.323420073126,508.1160480531036,9,2,1,14,
sync_zero,8,23,0.0,SP-STATIC,,1276.8770841148487,421.29183878803445,7,3,3,14,
sync_zero,8,23,0.0,GREEDY,,1333.323420073126,383.7231628415339,8,2,2,14,
sync_zero,8,23,0.0,TD-OPT,,1093.323420073126,161.4936799270376,5,5,4,14,0
sync_zero,8,23,15.0,SP-FF,,1318.323420073126,493.1160480531036,9,2,1,14,
sync_zero,8,23,15.0,SP-STATIC,,1261.8770841148487,406.29183878803445,7,3,3,14,
sync_zero,8,23,15.0,GREEDY,,1318.323420073126,368.7231628415339,8,2,2,14,
sync_zero,8,23,15.0,TD-OPT,,1078.323420073126,139.3663519526408,4,4,4,14,0
sync_zero,8,23,30.0,SP-FF,,1303.323420073126,478.1160480531036,9,2,1,14,
sync_zero,8,23,30.0,SP-STATIC,,1246.8770841148487,391.29183878803445,7,3,3,14,
sync_zero,8,23,30.0,GREEDY,,1303.323420073126,353.7231628415339,7,2,2,14,
sync_zero,8,23,30.0,TD-OPT,,1063.323420073126,174.40322640923426,5,4,4,14,0
sync_zero,8,23,45.0,SP-FF,,1288.323420073126,463.1160480531036,9,2,1,14,
sync_zero,8,23,45.0,SP-STATIC,,1231.8770841148487,376.29183878803445,7,3,3,14,
sync_zero,8,23,45.0,GREEDY,,1648.323420073126,628.0304084484698,12,1,1,14,
sync_zero,8,23,45.0,TD-OPT,,1048.323420073126,175.300258063687,6,4,3,14,0
sync_zero,8,23,60.0,SP-FF,,1273.323420073126,448.1160480531036,9,2,1,14,
sync_zero,8,23,60.0,SP-STATIC,,1216.8770841148487,361.29183878803445,7,3,3,14,
sync_zero,8,23,60.0,GREEDY,,1633.323420073126,613.0304084484698,12,1,1,14,
sync_zero,8,23,60.0,TD-OPT,,1033.323420073126,160.300258063687,6,4,3,14,0
sync_zero,8,23,75.0,SP-FF,,1258.323420073126,433.1160480531036,8,2,1,14,
sync_zero,8,23,75.0,SP-STATIC,,1201.8770841148487,346.29183878803445,6,3,3,14,
sync_zero,8,23,75.0,GREEDY,,1618.323420073126,598.0304084484698,12,1,1,14,
sync_zero,8,23,75.0,TD-OPT,,1018.323420073126,145.300258063687,5,4,3,14,0
sync_zero,8,23,90.0,SP-FF,,1243.323420073126,418.1160480531036,8,2,1,14,
sync_zero,8,23,90.0,SP-STATIC,,1186.8770841148487,331.29183878803445,6,3,3,14,
sync_zero,8,23,90.0,GREEDY,,1603.323420073126,583.0304084484698,12,1,1,14,
sync_zero,8,23,90.0,TD-OPT,,1003.323420073126,130.300258063687,5,4,3,14,0
sync_zero,8,23,105.0,SP-FF,,1348.323420073126,523.1160480531037,9,2,1,14,
sync_zero,8,23,105.0,SP-STATIC,,1291.8770841148487,436.2918387880343,7,3,3,14,
sync_zero,8,23,105.0,GREEDY,,1588.323420073126,568.0304084484698,11,1,1,14,
sync_zero,8,23,105.0,TD-OPT,,1108.323420073126,176.49367992703748,5,5,4,14,0
sync_zero,8,24,0.0,SP-FF,,1340.5998436346194,557.0644865260371,8,3,2,14,
sync_zero,8,24,0.0,SP-STATIC,,1169.3611532998884,353.8689866581898,5,4,4,14,
sync_zero,8,24,0.0,GREEDY,,1461.8825445732195,401.29407643530817,9,2,2,14,
sync_zero,8,24,0.0,TD-OPT,,980.5998436346194,168.69403694528438,3,5,4,14,0
sync_zero,8,24,15.0,SP-FF,,1325.5998436346194,542.0644865260371,8,3,2,14,
sync_zero,8,24,15.0,SP-STATIC,,1154.3611532998884,338.8689866581898,5,4,4,14,
sync_zero,8,24,15.0,GREEDY,,1446.8825445732195,386.29407643530817,9,2,2,14,
sync_zero,8,24,15.0,TD-OPT,,1034.3611532998884,110.68422536630553,2,4,5,14,0
sync_zero,8,24,30.0,SP-FF,,1310.5998436346194,527.0644865260371,8,3,2,14,
sync_zero,8,24,30.0,SP-STATIC,,1139.3611532998884,323.8689866581898,5,4,4,14,
sync_zero,8,24,30.0,GREEDY,,1431.8825445732195,368.1402804230022,8,3,3,14,
sync_zero,8,24,30.0,TD-OPT,,1070.5998436346194,228.0847179956451,4,5,4,14,0
sync_zero,8,24,45.0,SP-FF,,1295.5998436346194,512.0644865260371,8,3,2,14,
sync_zero,8,24,45.0,SP-STATIC,,1124.3611532998884,308.8689866581898,5,4,4,14,
sync_zero,8,24,45.0,GREEDY,,1176.8825445732195,213.3174096086039,5,4,4,14,
sync_zero,8,24,45.0,TD-OPT,,1055.5998436346194,213.0847179956451,4,5,4,14,0
sync_zero,8,24,60.0,SP-FF,,1280.5998436346194,497.06448652603706,8,3,2,14,
sync_zero,8,24,60.0,SP-STATIC,,1109.3611532998884,293.8689866581898,5,4,4,14,
sync_zero,8,24,60.0,GREEDY,,1161.8825445732195,198.3174096086039,5,4,4,14,
sync_zero,8,24,60.0,TD-OPT,,1040.5998436346194,198.0847179956451,4,5,4,14,0
sync_zero,8,24,75.0,SP-FF,,1265.5998436346194,482.06448652603706,7,3,2,14,
sync_zero,8,24,75.0,SP-STATIC,,1094.3611532998884,278.8689866581898,5,4,4,14,
sync_zero,8,24,75.0,GREEDY,,1146.8825445732195,183.3174096086039,5,4,4,14,
sync_zero,8,24,75.0,TD-OPT,,1025.5998436346194,183.0847179956451,4,5,4,14,0
sync_zero,8,24,90.0,SP-FF,,1250.5998436346194,467.06448652603706,7,3,2,14,
sync_zero,8,24,90.0,SP-STATIC,,1079.3611532998884,263.8689866581898,5,4,4,14,
sync_zero,8,24,90.0,GREEDY,,1131.8825445732195,168.3174096086039,5,4,4,14,
sync_zero,8,24,90.0,TD-OPT,,1010.5998436346194,168.0847179956451,4,5,4,14,0
sync_zero,8,24,105.0,SP-FF,,1235.5998436346194,452.06448652603706,7,3,2,14,
sync_zero,8,24,105.0,SP-STATIC,,1064.3611532998884,248.86898665818975,5,4,4,14,
sync_zero,8,24,105.0,GREEDY,,1116.8825445732195,153.31740960860395,4,4,4,14,
sync_zero,8,24,105.0,TD-OPT,,995.5998436346194,153.0847179956451,4,5,4,14,0
sync_zero,8,25,0.0,SP-FF,,1042.815103774217,301.9447595216977,5,3,3,14,
sync_zero,8,25,0.0,SP-STATIC,,1042.815103774217,301.9447595216977,5,3,3,14,
sync_zero,8,25,0.0,GREEDY,,1450.14480687354,375.65438615296875,8,2,2,14,
sync_zero,8,25,0.0,TD-OPT,,919.6884771462094,94.18223992644675,2,4,5,14,0
sync_zero,8,25,15.0,SP-FF,,1027.815103774217,286.9447595216977,5,3,3,14,
sync_zero,8,25,15.0,SP-STATIC,,1027.815103774217,286.9447595216977,5,3,3,14,
sync_zero,8,25,15.0,GREEDY,,1075.14480687354,162.98331635466877,5,3,3,14,
sync_zero,8,25,15.0,TD-OPT,,997.3364221375246,124.64489542122402,4,4,5,16,1
sync_zero,8,25,30.0,SP-FF,,1012.815103774217,271.9447595216977,5,3,3,14,
sync_zero,8,25,30.0,SP-STATIC,,1012.815103774217,271.9447595216977,5,3,3,14,
sync_zero,8,25,30.0,GREEDY,,1420.14480687354,361.5953672960969,8,3,3,14,
sync_zero,8,25,30.0,TD-OPT,,982.3364221375246,129.28894322403602,5,4,4,16,1
sync_zero,8,25,45.0,SP-FF,,997.815103774217,256.9447595216977,5,3,3,14,
sync_zero,8,25,45.0,SP-STATIC,,997.815103774217,256.9447595216977,5,3,3,14,
sync_zero,8,25,45.0,GREEDY,,1165.14480687354,252.9833163546688,6,3,3,14,
sync_zero,8,25,45.0,TD-OPT,,967.3364221375246,114.28894322403603,5,4,4,16,1
sync_zero,8,25,60.0,SP-FF,,982.815103774217,241.94475952169768,5,3,3,14,
sync_zero,8,25,60.0,SP-STATIC,,982.815103774217,241.94475952169768,5,3,3,14,
sync_zero,8,25,60.0,GREEDY,,1150.14480687354,237.9833163546688,6,3,3,14,
sync_zero,8,25,60.0,TD-OPT,,952.3364221375246,99.28894322403605,4,4,4,16,1
sync_zero,8,25,75.0,SP-FF,,967.815103774217,226.94475952169768,5,3,3,14,
sync_zero,8,25,75.0,SP-STATIC,,967.815103774217,226.94475952169768,5,3,3,14,
sync_zero,8,25,75.0,GREEDY,,1135.14480687354,222.9833163546688,6,3,3,14,
sync_zero,8,25,75.0,TD-OPT,,937.3364221375246,84.28894322403605,4,4,4,16,1
sync_zero,8,25,90.0,SP-FF,,952.815103774217,211.94475952169768,5,3,3,14,
sync_zero,8,25,90.0,SP-STATIC,,952.815103774217,211.94475952169768,5,3,3,14,
sync_zero,8,25,90.0,GREEDY,,1120.14480687354,207.9833163546688,6,3,3,14,
sync_zero,8,25,90.0,TD-OPT,,949.6884771462094,96.1745634726297,3,5,5,14,0
sync_zero,8,25,105.0,SP-FF,,937.815103774217,196.94475952169768,4,3,3,14,
sync_zero,8,25,105.0,SP-STATIC,,937.815103774217,196.94475952169768,4,3,3,14,
sync_zero,8,25,105.0,GREEDY,,1465.14480687354,390.65438615296875,9,2,2,14,
sync_zero,8,25,105.0,TD-OPT,,934.6884771462094,81.1745634726297,2,5,5,14,0
sync_zero,8,26,0.0,SP-FF,,1143.9314480481619,333.4921037618584,5,5,5,14,
sync_zero,8,26,0.0,SP-STATIC,,1143.9314480481619,319.0188444457783,6,4,5,14,
sync_zero,8,26,0.0,GREEDY,,1457.485340756174,442.7003342977366,10,1,1,14,
sync_zero,8,26,0.0,TD-OPT,,903.931448048162,56.456646311014026,3,4,5,14,0
sync_zero,8,26,15.0,SP-FF,,1248.9314480481619,438.4921037618583,6,5,5,14,
sync_zero,8,26,15.0,SP-STATIC,,1128.9314480481619,304.0188444457783,6,4,5,14,
sync_zero,8,26,15.0,GREEDY,,1442.485340756174,427.7003342977366,10,1,1,14,
sync_zero,8,26,15.0,TD-OPT,,888.931448048162,41.456646311014026,3,4,5,14,0
sync_zero,8,26,30.0,SP-FF,,1233.9314480481619,423.4921037618583,6,5,5,14,
sync_zero,8,26,30.0,SP-STATIC,,1233.9314480481619,409.01884444577826,7,4,5,14,
sync_zero,8,26,30.0,GREEDY,,1427.485340756174,434.250457627204,9,2,2,14,
sync_zero,8,26,30.0,TD-OPT,,993.931448048162,154.5747998621992,4,5,5,14,0
sync_zero,8,26,45.0,SP-FF,,1218.9314480481619,408.4921037618583,6,5,5,14,
sync_zero,8,26,45.0,SP-STATIC,,1218.9314480481619,394.01884444577826,7,4,5,14,
sync_zero,8,26,45.0,GREEDY,,1412.485340756174,419.250457627204,9,2,2,14,
sync_zero,8,26,45.0,TD-OPT,,978.931448048162,139.5747998621992,4,5,5,14,0
sync_zero,8,26,60.0,SP-FF,,1203.9314480481619,393.4921037618583,6,5,5,14,
sync_zero,8,26,60.0,SP-STATIC,,1203.9314480481619,379.01884444577826,7,4,5,14,
sync_zero,8,26,60.0,GREEDY,,1397.485340756174,404.250457627204,9,2,2,14,
sync_zero,8,26,60.0,TD-OPT,,963.931448048162,124.5747998621992,4,5,5,14,0
sync_zero,8,26,75.0,SP-FF,,1188.9314480481619,378.4921037618583,6,5,5,14,
sync_zero,8,26,75.0,SP-STATIC,,1188.9314480481619,364.01884444577826,7,4,5,14,
sync_zero,8,26,75.0,GREEDY,,1382.485340756174,389.250457627204,8,2,2,14,
sync_zero,8,26,75.0,TD-OPT,,948.931448048162,109.5747998621992,4,5,5,14,0
sync_zero,8,26,90.0,SP-FF,,1173.9314480481619,363.4921037618583,6,5,5,14,
sync_zero,8,26,90.0,SP-STATIC,,1173.9314480481619,349.01884444577826,7,4,5,14,
sync_zero,8,26,90.0,GREEDY,,1367.485340756174,374.250457627204,8,2,2,14,
sync_zero,8,26,90.0,TD-OPT,,933.931448048162,94.5747998621992,4,5,5,14,0
sync_zero,8,26,105.0,SP-FF,,1158.9314480481619,348.4921037618583,6,5,5,14,
sync_zero,8,26,105.0,SP-STATIC,,1158.9314480481619,334.01884444577826,6,4,5,14,
sync_zero,8,26,105.0,GREEDY,,1472.485340756174,457.70033429773673,10,1,1,14,
sync_zero,8,26,105.0,TD-OPT,,918.931448048162,79.5747998621992,4,5,5,14,0
sync_zero,8,27,0.0,SP-FF,,1244.5502561377955,442.3021595068966,9,2,3,14,
sync_zero,8,27,0.0,SP-STATIC,,1036.8790136044058,224.7377736900528,6,4,5,14,
sync_zero,8,27,0.0,GREEDY,,1570.4712668158127,637.8706986370976,12,1,1,14,
sync_zero,8,27,0.0,TD-OPT,,1026.8740144569235,182.8531515316297,5,4,5,14,0
sync_zero,8,27,15.0,SP-FF,,1229.5502561377955,427.3021595068966,8,2,3,14,
sync_zero,8,27,15.0,SP-STATIC,,1021.8790136044058,209.73777369005276,5,4,5,14,
sync_zero,8,27,15.0,GREEDY,,1315.4712668158127,393.5479734761147,7,3,3,14,
sync_zero,8,27,15.0,TD-OPT,,1011.8740144569235,167.85315153162966,4,4,5,14,0
sync_zero,8,27,30.0,SP-FF,,1214.5502561377955,412.3021595068966,8,2,3,14,
sync_zero,8,27,30.0,SP-STATIC,,1006.8790136044058,194.7377736900528,5,4,5,14,
sync_zero,8,27,30.0,GREEDY,,1300.4712668158127,378.5479734761147,7,3,3,14,
sync_zero,8,27,30.0,TD-OPT,,996.8740144569235,152.8531515316297,4,4,5,14,0
sync_zero,8,27,45.0,SP-FF,,1199.5502561377955,397.3021595068966,8,2,3,14,
sync_zero,8,27,45.0,SP-STATIC,,991.8790136044058,179.7377736900528,5,4,5,14,
sync_zero,8,27,45.0,GREEDY,,1525.4712668158127,592.8706986370976,11,1,1,14,
sync_zero,8,27,45.0,TD-OPT,,981.8740144569235,137.8531515316297,4,4,5,14,0
sync_zero,8,27,60.0,SP-FF,,1304.5502561377955,502.3021595068966,9,2,3,14,
sync_zero,8,27,60.0,SP-STATIC,,1096.8790136044056,284.7377736900528,6,4,5,14,
sync_zero,8,27,60.0,GREEDY,,1270.4712668158127,323.1567316044334,6,4,4,14,
sync_zero,8,27,60.0,TD-OPT,,966.8740144569235,116.06373254101763,3,4,4,14,0
sync_zero,8,27,75.0,SP-FF,,1289.5502561377955,487.3021595068966,9,2,3,14,
sync_zero,8,27,75.0,SP-STATIC,,1081.8790136044056,269.7377736900528,6,4,5,14,
sync_zero,8,27,75.0,GREEDY,,1615.4712668158127,682.8706986370977,12,1,1,14,
sync_zero,8,27,75.0,TD-OPT,,1071.8740144569235,227.8531515316297,5,4,5,14,0
sync_zero,8,27,90.0,SP-FF,,1274.5502561377955,472.3021595068966,9,2,3,14,
sync_zero,8,27,90.0,SP-STATIC,,1066.8790136044056,254.7377736900528,6,4,5,14,
sync_zero,8,27,90.0,GREEDY,,1600.4712668158127,667.8706986370977,12,1,1,14,
sync_zero,8,27,90.0,TD-OPT,,1056.8740144569235,212.8531515316297,5,4,5,14,0
sync_zero,8,27,105.0,SP-FF,,1259.5502561377955,457.3021595068966,9,2,3,14,
sync_zero,8,27,105.0,SP-STATIC,,1051.8790136044056,239.7377736900528,6,4,5,14,
sync_zero,8,27,105.0,GREEDY,,1585.4712668158127,652.8706986370977,12,1,1,14,
sync_zero,8,27,105.0,TD-OPT,,1041.8740144569235,197.8531515316297,5,4,5,14,0
sync_zero,8,28,0.0,SP-FF,,1088.458913466914,292.1337624597558,6,4,4,14,
sync_zero,8,28,0.0,SP-STATIC,,1045.657124402964,247.37507350960692,5,2,3,14,
sync_zero,8,28,0.0,GREEDY,,1088.458913466914,216.86504409169146,4,4,4,14,
sync_zero,8,28,0.0,TD-OPT,,968.4589134669142,140.88349883611448,5,5,4,14,0
sync_zero,8,28,15.0,SP-FF,,1193.458913466914,397.133762459756,7,4,4,14,
sync_zero,8,28,15.0,SP-STATIC,,1150.657124402964,352.375073509607,6,2,3,14,
sync_zero,8,28,15.0,GREEDY,,1453.458913466914,489.66740273252265,9,2,2,14,
sync_zero,8,28,15.0,TD-OPT,,953.4589134669142,125.88349883611448,5,5,4,14,0
sync_zero,8,28,30.0,SP-FF,,1178.458913466914,382.133762459756,8,4,4,14,
sync_zero,8,28,30.0,SP-STATIC,,1135.657124402964,337.375073509607,7,2,3,14,
sync_zero,8,28,30.0,GREEDY,,1438.458913466914,470.8258502757534,8,3,3,14,
sync_zero,8,28,30.0,TD-OPT,,1058.458913466914,163.52863787386013,5,6,6,14,0
sync_zero,8,28,45.0,SP-FF,,1163.458913466914,367.133762459756,8,4,4,14,
sync_zero,8,28,45.0,SP-STATIC,,1120.657124402964,322.375073509607,7,2,3,14,
sync_zero,8,28,45.0,GREEDY,,1423.458913466914,455.8258502757534,8,3,3,14,
sync_zero,8,28,45.0,TD-OPT,,1043.458913466914,148.52863787386013,5,6,6,14,0
sync_zero,8,28,60.0,SP-FF,,1148.458913466914,352.133762459756,8,4,4,14,
sync_zero,8,28,60.0,SP-STATIC,,1105.657124402964,307.375073509607,7,2,3,14,
sync_zero,8,28,60.0,GREEDY,,1408.458913466914,440.8258502757534,8,3,3,14,
sync_zero,8,28,60.0,TD-OPT,,1028.458913466914,133.52863787386013,5,6,6,14,0
sync_zero,8,28,75.0,SP-FF,,1133.458913466914,337.133762459756,8,4,4,14,
sync_zero,8,28,75.0,SP-STATIC,,1090.657124402964,292.375073509607,7,2,3,14,
sync_zero,8,28,75.0,GREEDY,,1393.458913466914,425.8258502757534,8,3,3,14,
sync_zero,8,28,75.0,TD-OPT,,1013.458913466914,118.52863787386013,5,6,6,14,0
sync_zero,8,28,90.0,SP-FF,,1118.458913466914,322.133762459756,8,4,4,14,
sync_zero,8,28,90.0,SP-STATIC,,1075.657124402964,277.375073509607,7,2,3,14,
sync_zero,8,28,90.0,GREEDY,,1378.458913466914,410.8258502757534,7,3,3,14,
sync_zero,8,28,90.0,TD-OPT,,998.458913466914,103.52863787386013,4,6,6,14,0
sync_zero,8,28,105.0,SP-FF,,1103.458913466914,307.13376245975604,7,4,4,14,
sync_zero,8,28,105.0,SP-STATIC,,1060.657124402964,262.37507350960703,6,2,3,14,
sync_zero,8,28,105.0,GREEDY,,1363.458913466914,399.66740273252276,7,2,2,14,
sync_zero,8,28,105.0,TD-OPT,,983.458913466914,92.3701903306295,4,5,5,14,0
sync_zero,8,29,0.0,SP-FF,,1131.3526965753217,322.8506217271986,7,3,4,14,
sync_zero,8,29,0.0,SP-STATIC,,1131.3526965753217,322.8506217271986,7,3,4,14,
sync_zero,8,29,0.0,GREEDY,,1215.3052801111426,278.54567725175275,7,2,2,14,
sync_zero,8,29,0.0,TD-OPT,,1006.404396756738,147.02282612591063,4,4,5,14,0
sync_zero,8,29,15.0,SP-FF,,1116.3526965753217,307.85062172719864,6,3,4,14,
sync_zero,8,29,15.0,SP-STATIC,,1116.3526965753217,307.85062172719864,6,3,4,14,
sync_zero,8,29,15.0,GREEDY,,1120.0773793117855,180.70171628987816,4,4,4,14,
sync_zero,8,29,15.0,TD-OPT,,991.404396756738,71.25935604301148,3,6,7,14,0
sync_zero,8,29,30.0,SP-FF,,1221.3526965753217,412.85062172719853,7,3,4,14,
sync_zero,8,29,30.0,SP-STATIC,,1221.3526965753217,412.85062172719853,7,3,4,14,
sync_zero,8,29,30.0,GREEDY,,1185.3052801111426,320.06614288503187,6,3,3,14,
sync_zero,8,29,30.0,TD-OPT,,976.404396756738,56.25935604301145,2,6,7,14,0
sync_zero,8,29,45.0,SP-FF,,1206.3526965753217,397.85062172719853,7,3,4,14,
sync_zero,8,29,45.0,SP-STATIC,,1206.3526965753217,397.85062172719853,7,3,4,14,
sync_zero,8,29,45.0,GREEDY,,1170.3052801111426,305.06614288503187,6,3,3,14,
sync_zero,8,29,45.0,TD-OPT,,975.492608584977,87.56834523757453,3,4,5,14,0
sync_zero,8,29,60.0,SP-FF,,1191.3526965753217,382.85062172719853,7,3,4,14,
sync_zero,8,29,60.0,SP-STATIC,,1191.3526965753217,382.85062172719853,7,3,4,14,
sync_zero,8,29,60.0,GREEDY,,1155.3052801111426,276.3174133101297,5,4,4,14,
sync_zero,8,29,60.0,TD-OPT,,1066.404396756738,207.02282612591063,4,4,5,14,0
sync_zero,8,29,75.0,SP-FF,,1176.3526965753217,367.85062172719853,7,3,4,14,
sync_zero,8,29,75.0,SP-STATIC,,1176.3526965753217,367.85062172719853,7,3,4,14,
sync_zero,8,29,75.0,GREEDY,,1140.3052801111426,261.3174133101297,5,4,4,14,
sync_zero,8,29,75.0,TD-OPT,,1051.404396756738,192.02282612591063,4,4,5,14,0
sync_zero,8,29,90.0,SP-FF,,1161.3526965753217,352.85062172719853,7,3,4,14,
sync_zero,8,29,90.0,SP-STATIC,,1161.3526965753217,352.85062172719853,7,3,4,14,
sync_zero,8,29,90.0,GREEDY,,1125.3052801111426,246.31741331012975,5,4,4,14,
sync_zero,8,29,90.0,TD-OPT,,1036.404396756738,177.02282612591063,4,4,5,14,0
sync_zero,8,29,105.0,SP-FF,,1146.3526965753217,337.85062172719853,7,3,4,14,
sync_zero,8,29,105.0,SP-STATIC,,1146.3526965753217,337.85062172719853,7,3,4,14,
sync_zero,8,29,105.0,GREEDY,,1110.3052801111426,231.31741331012972,4,4,4,14,
sync_zero,8,29,105.0,TD-OPT,,1021.4043967567379,162.02282612591063,4,4,5,14,0
sync_zero,8,30,0.0,SP-FF,,809.3817279798271,36.61685227271272,3,5,5,14,
sync_zero,8,30,0.0,SP-STATIC,,809.3817279798271,36.61685227271272,3,5,5,14,
sync_zero,8,30,0.0,GREEDY,,1189.3817279798272,298.83622341221286,5,3,3,14,
