scenario,N,net,t0,method,sigma,time,wait,stops,lefts,rights,links,away
sync_zero,8,30,0.0,TD-OPT,,809.3817279798271,20.89820229449589,2,6,6,14,0
sync_zero,8,30,15.0,SP-FF,,914.3817279798271,141.6168522727127,4,5,5,14,
sync_zero,8,30,15.0,SP-STATIC,,914.3817279798271,141.6168522727127,4,5,5,14,
sync_zero,8,30,15.0,GREEDY,,1052.1904587668716,176.78399049975425,4,3,3,14,
sync_zero,8,30,15.0,TD-OPT,,914.3817279798271,125.89820229449586,3,6,6,14,0
sync_zero,8,30,30.0,SP-FF,,899.3817279798271,126.61685227271269,4,5,5,14,
sync_zero,8,30,30.0,SP-STATIC,,899.3817279798271,126.61685227271269,4,5,5,14,
sync_zero,8,30,30.0,GREEDY,,1037.1904587668716,161.78399049975425,4,3,3,14,
sync_zero,8,30,30.0,TD-OPT,,899.3817279798271,110.89820229449586,3,6,6,14,0
sync_zero,8,30,45.0,SP-FF,,884.3817279798271,111.61685227271272,4,5,5,14,
sync_zero,8,30,45.0,SP-STATIC,,884.3817279798271,111.61685227271272,4,5,5,14,
sync_zero,8,30,45.0,GREEDY,,1022.1904587668716,122.00684710277977,3,4,4,14,
sync_zero,8,30,45.0,TD-OPT,,884.3817279798271,56.979645147379074,3,7,6,14,0
sync_zero,8,30,60.0,SP-FF,,869.3817279798271,96.61685227271272,4,5,5,14,
sync_zero,8,30,60.0,SP-STATIC,,869.3817279798271,96.61685227271272,4,5,5,14,
sync_zero,8,30,60.0,GREEDY,,1249.3817279798272,358.8362234122128,6,3,3,14,
sync_zero,8,30,60.0,TD-OPT,,869.3817279798271,41.979645147379074,3,7,6,14,0
sync_zero,8,30,75.0,SP-FF,,854.3817279798271,81.61685227271272,4,5,5,14,
sync_zero,8,30,75.0,SP-STATIC,,854.3817279798271,81.61685227271272,4,5,5,14,
sync_zero,8,30,75.0,GREEDY,,1234.3817279798272,343.8362234122128,6,3,3,14,
sync_zero,8,30,75.0,TD-OPT,,854.3817279798271,26.979645147379074,3,7,6,14,0
sync_zero,8,30,90.0,SP-FF,,839.3817279798271,66.61685227271272,4,5,5,14,
sync_zero,8,30,90.0,SP-STATIC,,839.3817279798271,66.61685227271272,4,5,5,14,
sync_zero,8,30,90.0,GREEDY,,1219.3817279798272,328.8362234122128,6,3,3,14,
sync_zero,8,30,90.0,TD-OPT,,839.3817279798271,50.89820229449589,3,6,6,14,0
sync_zero,8,30,105.0,SP-FF,,824.3817279798271,51.61685227271272,4,5,5,14,
sync_zero,8,30,105.0,SP-STATIC,,824.3817279798271,51.61685227271272,4,5,5,14,
sync_zero,8,30,105.0,GREEDY,,1204.3817279798272,313.8362234122128,6,3,3,14,
sync_zero,8,30,105.0,TD-OPT,,824.3817279798271,35.89820229449589,3,6,6,14,0
sync_zero,8,31,0.0,SP-FF,,1244.7471424949517,433.5925386034798,8,2,3,14,
sync_zero,8,31,0.0,SP-STATIC,,1035.4990267832557,204.63736220891525,5,4,5,14,
sync_zero,8,31,0.0,GREEDY,,1588.008977634488,565.4850991900195,12,1,1,14,
sync_zero,8,31,0.0,TD-OPT,,1016.2087956270309,146.60383123086518,4,4,5,14,0
sync_zero,8,31,15.0,SP-FF,,1229.7471424949517,418.5925386034798,7,2,3,14,
sync_zero,8,31,15.0,SP-STATIC,,1020.4990267832557,189.63736220891525,4,4,5,14,
sync_zero,8,31,15.0,GREEDY,,1093.008977634488,135.98115493602336,4,4,4,14,
sync_zero,8,31,15.0,TD-OPT,,1001.2087956270309,131.60383123086518,3,4,5,14,0
sync_zero,8,31,30.0,SP-FF,,1214.7471424949517,403.5925386034798,7,2,3,14,
sync_zero,8,31,30.0,SP-STATIC,,1005.4990267832557,174.63736220891525,4,4,5,14,
sync_zero,8,31,30.0,GREEDY,,1078.008977634488,120.98115493602336,4,4,4,14,
sync_zero,8,31,30.0,TD-OPT,,986.2087956270309,116.60383123086518,3,4,5,14,0
sync_zero,8,31,45.0,SP-FF,,1319.7471424949517,508.59253860347974,8,2,3,14,
sync_zero,8,31,45.0,SP-STATIC,,1110.4990267832557,279.6373622089153,5,4,5,14,
sync_zero,8,31,45.0,GREEDY,,1063.008977634488,105.13197831639604,3,5,5,14,
sync_zero,8,31,45.0,TD-OPT,,984.7089531509328,77.55827612454698,1,6,7,14,0
sync_zero,8,31,60.0,SP-FF,,1304.7471424949517,493.59253860347974,8,2,3,14,
sync_zero,8,31,60.0,SP-STATIC,,1095.4990267832557,264.6373622089153,5,4,5,14,
sync_zero,8,31,60.0,GREEDY,,1048.008977634488,90.13197831639604,3,5,5,14,
sync_zero,8,31,60.0,TD-OPT,,969.7089531509328,62.55827612454698,1,6,7,14,0
sync_zero,8,31,75.0,SP-FF,,1289.7471424949517,478.59253860347974,8,2,3,14,
sync_zero,8,31,75.0,SP-STATIC,,1080.4990267832557,249.63736220891528,5,4,5,14,
sync_zero,8,31,75.0,GREEDY,,1633.008977634488,610.4850991900194,12,1,1,14,
sync_zero,8,31,75.0,TD-OPT,,1061.208795627031,161.61187055931498,3,5,5,14,0
sync_zero,8,31,90.0,SP-FF,,1274.7471424949517,463.59253860347974,8,2,3,14,
sync_zero,8,31,90.0,SP-STATIC,,1065.4990267832557,234.63736220891528,5,4,5,14,
sync_zero,8,31,90.0,GREEDY,,1618.008977634488,595.4850991900194,12,1,1,14,
sync_zero,8,31,90.0,TD-OPT,,1046.208795627031,146.61187055931498,3,5,5,14,0
sync_zero,8,31,105.0,SP-FF,,1259.7471424949517,448.59253860347974,8,2,3,14,
sync_zero,8,31,105.0,SP-STATIC,,1050.4990267832557,219.63736220891528,5,4,5,14,
sync_zero,8,31,105.0,GREEDY,,1603.008977634488,580.4850991900194,12,1,1,14,
sync_zero,8,31,105.0,TD-OPT,,1031.208795627031,161.6038312308651,4,4,5,14,0
sync_zero,8,32,0.0,SP-FF,,1040.578682710843,298.19189817213424,5,3,4,14,
sync_zero,8,32,0.0,SP-STATIC,,1040.578682710843,298.19189817213424,5,3,4,14,
sync_zero,8,32,0.0,GREEDY,,1105.6308063706006,162.81457321041742,5,4,4,14,
sync_zero,8,32,0.0,TD-OPT,,920.5786827108428,171.4750068363675,4,3,4,14,0
sync_zero,8,32,15.0,SP-FF,,1025.578682710843,283.1918981721343,4,3,4,14,
sync_zero,8,32,15.0,SP-STATIC,,1025.578682710843,283.1918981721343,4,3,4,14,
sync_zero,8,32,15.0,GREEDY,,1210.6308063706006,281.7868162451746,6,3,3,14,
sync_zero,8,32,15.0,TD-OPT,,905.5786827108428,156.4750068363675,4,3,4,14,0
sync_zero,8,32,30.0,SP-FF,,1010.5786827108429,268.1918981721343,4,3,4,14,
sync_zero,8,32,30.0,SP-STATIC,,1010.5786827108429,268.1918981721343,4,3,4,14,
sync_zero,8,32,30.0,GREEDY,,1195.6308063706006,266.7868162451746,6,3,3,14,
sync_zero,8,32,30.0,TD-OPT,,890.5786827108428,141.4750068363675,4,3,4,14,0
sync_zero,8,32,45.0,SP-FF,,995.5786827108429,253.1918981721343,4,3,4,14,
sync_zero,8,32,45.0,SP-STATIC,,995.5786827108429,253.1918981721343,4,3,4,14,
sync_zero,8,32,45.0,GREEDY,,1180.6308063706006,251.78681624517458,6,3,3,14,
sync_zero,8,32,45.0,TD-OPT,,875.5786827108428,126.47500683636747,3,3,4,14,0
sync_zero,8,32,60.0,SP-FF,,1100.578682710843,358.1918981721343,5,3,4,14,
sync_zero,8,32,60.0,SP-STATIC,,1100.578682710843,358.1918981721343,5,3,4,14,
sync_zero,8,32,60.0,GREEDY,,1025.6308063706006,108.19191143238606,3,5,5,14,
sync_zero,8,32,60.0,TD-OPT,,972.1855593059863,50.75804327997025,3,6,7,16,1
sync_zero,8,32,75.0,SP-FF,,1085.578682710843,343.1918981721343,5,3,4,14,
sync_zero,8,32,75.0,SP-STATIC,,1085.578682710843,343.1918981721343,5,3,4,14,
sync_zero,8,32,75.0,GREEDY,,1150.6308063706006,207.8145732104173,5,4,4,14,
sync_zero,8,32,75.0,TD-OPT,,965.5786827108429,216.4750068363675,4,3,4,14,0
sync_zero,8,32,90.0,SP-FF,,1070.578682710843,328.1918981721343,5,3,4,14,
sync_zero,8,32,90.0,SP-STATIC,,1070.578682710843,328.1918981721343,5,3,4,14,
sync_zero,8,32,90.0,GREEDY,,1135.6308063706006,192.81457321041728,5,4,4,14,
sync_zero,8,32,90.0,TD-OPT,,950.5786827108429,201.47500683636747,4,3,4,14,0
sync_zero,8,32,105.0,SP-FF,,1055.578682710843,313.1918981721343,5,3,4,14,
sync_zero,8,32,105.0,SP-STATIC,,1055.578682710843,313.1918981721343,5,3,4,14,
sync_zero,8,32,105.0,GREEDY,,1120.6308063706006,177.81457321041728,5,4,4,14,
sync_zero,8,32,105.0,TD-OPT,,935.5786827108429,186.47500683636747,4,3,4,14,0
sync_zero,8,33,0.0,SP-FF,,1275.5603965057335,482.88511927379705,8,2,3,14,
sync_zero,8,33,0.0,SP-STATIC,,1275.5603965057335,482.88511927379705,8,2,3,14,
sync_zero,8,33,0.0,GREEDY,,1188.6308894687304,248.90849891314923,5,3,3,14,
sync_zero,8,33,0.0,TD-OPT,,928.2893108939353,85.61274794154198,3,5,5,14,0
sync_zero,8,33,15.0,SP-FF,,1260.5603965057335,467.88511927379705,8,2,3,14,
sync_zero,8,33,15.0,SP-STATIC,,1260.5603965057335,467.88511927379705,8,2,3,14,
sync_zero,8,33,15.0,GREEDY,,1169.943549741533,316.7246412421139,7,2,2,14,
sync_zero,8,33,15.0,TD-OPT,,913.2893108939353,70.61274794154198,3,5,5,14,0
sync_zero,8,33,30.0,SP-FF,,1245.5603965057335,452.88511927379705,8,2,3,14,
sync_zero,8,33,30.0,SP-STATIC,,1245.5603965057335,452.88511927379705,8,2,3,14,
sync_zero,8,33,30.0,GREEDY,,1514.943549741533,543.3990105567934,11,1,1,14,
sync_zero,8,33,30.0,TD-OPT,,898.2893108939353,55.61274794154198,3,5,5,14,0
sync_zero,8,33,45.0,SP-FF,,1350.5603965057335,557.885119273797,8,2,3,14,
sync_zero,8,33,45.0,SP-STATIC,,1350.5603965057335,557.885119273797,8,2,3,14,
sync_zero,8,33,45.0,GREEDY,,1143.6308894687304,218.60098172048345,4,4,4,14,
sync_zero,8,33,45.0,TD-OPT,,999.9435497415329,170.50387756275336,4,6,6,14,0
sync_zero,8,33,60.0,SP-FF,,1335.5603965057335,542.885119273797,8,2,3,14,
sync_zero,8,33,60.0,SP-STATIC,,1335.5603965057335,542.885119273797,8,2,3,14,
sync_zero,8,33,60.0,GREEDY,,1604.943549741533,633.3990105567934,12,1,1,14,
sync_zero,8,33,60.0,TD-OPT,,984.9435497415329,190.28619832413887,5,5,4,14,0
sync_zero,8,33,75.0,SP-FF,,1320.5603965057335,527.885119273797,8,2,3,14,
sync_zero,8,33,75.0,SP-STATIC,,1320.5603965057335,527.885119273797,8,2,3,14,
sync_zero,8,33,75.0,GREEDY,,1589.943549741533,618.3990105567934,12,1,1,14,
sync_zero,8,33,75.0,TD-OPT,,969.9435497415329,175.28619832413887,5,5,4,14,0
sync_zero,8,33,90.0,SP-FF,,1305.5603965057335,512.885119273797,8,2,3,14,
sync_zero,8,33,90.0,SP-STATIC,,1305.5603965057335,512.885119273797,8,2,3,14,
sync_zero,8,33,90.0,GREEDY,,1574.943549741533,603.3990105567934,12,1,1,14,
sync_zero,8,33,90.0,TD-OPT,,958.2893108939354,115.61274794154215,3,5,5,14,0
sync_zero,8,33,105.0,SP-FF,,1290.5603965057335,497.88511927379705,8,2,3,14,
sync_zero,8,33,105.0,SP-STATIC,,1290.5603965057335,497.88511927379705,8,2,3,14,
sync_zero,8,33,105.0,GREEDY,,1559.943549741533,588.3990105567934,12,1,1,14,
sync_zero,8,33,105.0,TD-OPT,,943.2893108939354,100.61274794154215,3,5,5,14,0
sync_zero,8,34,0.0,SP-FF,,1049.3232277670495,292.1249120342187,6,4,3,14,
sync_zero,8,34,0.0,SP-STATIC,,1049.3232277670495,292.1249120342187,6,4,3,14,
sync_zero,8,34,0.0,GREEDY,,1068.3725768374945,161.50665007446167,4,4,4,14,
sync_zero,8,34,0.0,TD-OPT,,1049.3232277670495,277.8980376368253,5,5,4,14,0
sync_zero,8,34,15.0,SP-FF,,1034.3232277670495,277.1249120342187,6,4,3,14,
sync_zero,8,34,15.0,SP-STATIC,,1034.3232277670495,277.1249120342187,6,4,3,14,
sync_zero,8,34,15.0,GREEDY,,1173.3725768374945,218.61884052628494,6,3,3,14,
sync_zero,8,34,15.0,TD-OPT,,1034.3232277670495,262.8980376368253,5,5,4,14,0
sync_zero,8,34,30.0,SP-FF,,1019.3232277670495,262.1249120342187,6,4,3,14,
sync_zero,8,34,30.0,SP-STATIC,,1019.3232277670495,262.1249120342187,6,4,3,14,
sync_zero,8,34,30.0,GREEDY,,1158.3725768374945,203.61884052628494,5,3,3,14,
sync_zero,8,34,30.0,TD-OPT,,1019.3232277670495,247.89803763682528,5,5,4,14,0
sync_zero,8,34,45.0,SP-FF,,1004.3232277670495,247.1249120342187,6,4,3,14,
sync_zero,8,34,45.0,SP-STATIC,,1004.3232277670495,247.1249120342187,6,4,3,14,
sync_zero,8,34,45.0,GREEDY,,1143.3725768374945,257.13863866921946,6,3,3,14,
sync_zero,8,34,45.0,TD-OPT,,1004.3232277670495,232.89803763682528,5,5,4,14,0
sync_zero,8,34,60.0,SP-FF,,989.3232277670495,232.1249120342187,6,4,3,14,
sync_zero,8,34,60.0,SP-STATIC,,989.3232277670495,232.1249120342187,6,4,3,14,
sync_zero,8,34,60.0,GREEDY,,1128.3725768374945,242.13863866921946,6,3,3,14,
sync_zero,8,34,60.0,TD-OPT,,989.3232277670495,217.89803763682528,5,5,4,14,0
sync_zero,8,34,75.0,SP-FF,,974.3232277670495,217.1249120342187,6,4,3,14,
sync_zero,8,34,75.0,SP-STATIC,,974.3232277670495,217.1249120342187,6,4,3,14,
sync_zero,8,34,75.0,GREEDY,,1113.3725768374945,227.13863866921946,6,3,3,14,
sync_zero,8,34,75.0,TD-OPT,,974.3232277670495,202.89803763682528,5,5,4,14,0
sync_zero,8,34,90.0,SP-FF,,959.3232277670495,202.1249120342187,5,4,3,14,
sync_zero,8,34,90.0,SP-STATIC,,959.3232277670495,202.1249120342187,5,4,3,14,
sync_zero,8,34,90.0,GREEDY,,1098.3725768374945,212.13863866921946,6,3,3,14,
sync_zero,8,34,90.0,TD-OPT,,959.3232277670495,187.89803763682528,4,5,4,14,0
sync_zero,8,34,105.0,SP-FF,,944.3232277670495,187.1249120342187,5,4,3,14,
sync_zero,8,34,105.0,SP-STATIC,,944.3232277670495,187.1249120342187,5,4,3,14,
sync_zero,8,34,105.0,GREEDY,,1083.3725768374945,197.1386386692194,5,3,3,14,
sync_zero,8,34,105.0,TD-OPT,,944.3232277670495,172.89803763682528,4,5,4,14,0
sync_zero,8,35,0.0,SP-FF,,1129.939488585028,342.66399717826596,7,2,3,14,
sync_zero,8,35,0.0,SP-STATIC,,1009.9394885850279,211.58319398454222,5,3,4,14,
sync_zero,8,35,0.0,GREEDY,,1109.786590373655,176.3468141709921,5,3,3,14,
sync_zero,8,35,0.0,TD-OPT,,889.9394885850279,74.16716115261607,3,4,5,14,0
sync_zero,8,35,15.0,SP-FF,,1114.939488585028,327.66399717826596,6,2,3,14,
sync_zero,8,35,15.0,SP-STATIC,,1114.939488585028,316.58319398454216,5,3,4,14,
sync_zero,8,35,15.0,GREEDY,,1074.786590373655,135.47096100124816,3,5,5,14,
sync_zero,8,35,15.0,TD-OPT,,968.8556751202327,103.35233750224006,2,5,6,14,0
sync_zero,8,35,30.0,SP-FF,,1219.939488585028,432.66399717826596,7,2,3,14,
sync_zero,8,35,30.0,SP-STATIC,,1099.939488585028,301.5831939845422,6,3,4,14,
sync_zero,8,35,30.0,GREEDY,,1079.786590373655,173.7143654460799,5,3,3,14,
sync_zero,8,35,30.0,TD-OPT,,979.9394885850279,169.39807919422975,4,3,4,14,0
sync_zero,8,35,45.0,SP-FF,,1204.939488585028,417.66399717826596,7,2,3,14,
sync_zero,8,35,45.0,SP-STATIC,,1084.939488585028,286.5831939845422,6,3,4,14,
sync_zero,8,35,45.0,GREEDY,,1064.786590373655,158.7143654460799,5,3,3,14,
sync_zero,8,35,45.0,TD-OPT,,964.9394885850279,154.39807919422975,4,3,4,14,0
sync_zero,8,35,60.0,SP-FF,,1189.939488585028,402.66399717826596,7,2,3,14,
sync_zero,8,35,60.0,SP-STATIC,,1069.939488585028,271.5831939845422,5,3,4,14,
sync_zero,8,35,60.0,GREEDY,,1169.786590373655,236.34681417099208,6,3,3,14,
sync_zero,8,35,60.0,TD-OPT,,949.9394885850279,134.16716115261607,3,4,5,14,0
sync_zero,8,35,75.0,SP-FF,,1174.939488585028,387.66399717826596,7,2,3,14,
sync_zero,8,35,75.0,SP-STATIC,,1054.939488585028,256.5831939845422,5,3,4,14,
sync_zero,8,35,75.0,GREEDY,,1154.786590373655,221.34681417099208,6,3,3,14,
sync_zero,8,35,75.0,TD-OPT,,934.9394885850279,119.16716115261607,3,4,5,14,0
sync_zero,8,35,90.0,SP-FF,,1159.939488585028,372.66399717826596,7,2,3,14,
sync_zero,8,35,90.0,SP-STATIC,,1039.939488585028,241.58319398454222,5,3,4,14,
sync_zero,8,35,90.0,GREEDY,,1139.786590373655,206.34681417099208,6,3,3,14,
sync_zero,8,35,90.0,TD-OPT,,919.9394885850279,104.16716115261607,3,4,5,14,0
sync_zero,8,35,105.0,SP-FF,,1144.939488585028,357.66399717826596,7,2,3,14,
sync_zero,8,35,105.0,SP-STATIC,,1024.939488585028,226.58319398454222,5,3,4,14,
sync_zero,8,35,105.0,GREEDY,,1124.786590373655,191.34681417099208,6,3,3,14,
sync_zero,8,35,105.0,TD-OPT,,904.9394885850279,89.16716115261607,3,4,5,14,0
sync_zero,8,36,0.0,SP-FF,,1221.0651929794376,420.8441081530683,8,5,4,14,
sync_zero,8,36,0.0,SP-STATIC,,1282.5705001176773,476.0878841609475,8,4,4,14,
sync_zero,8,36,0.0,GREEDY,,981.0651929794376,102.00921057268033,3,4,4,14,
sync_zero,8,36,0.0,TD-OPT,,980.5317031861532,126.40483365122216,3,5,5,14,0
sync_zero,8,36,15.0,SP-FF,,1206.0651929794376,405.8441081530683,8,5,4,14,
sync_zero,8,36,15.0,SP-STATIC,,1267.5705001176773,461.0878841609475,8,4,4,14,
sync_zero,8,36,15.0,GREEDY,,1446.0651929794376,531.0334794081516,9,2,2,14,
sync_zero,8,36,15.0,TD-OPT,,966.0651929794376,102.51873996477948,3,5,4,14,0
sync_zero,8,36,30.0,SP-FF,,1191.0651929794376,390.8441081530683,8,5,4,14,
sync_zero,8,36,30.0,SP-STATIC,,1252.5705001176773,446.0878841609475,8,4,4,14,
sync_zero,8,36,30.0,GREEDY,,1431.0651929794376,516.0334794081516,9,2,2,14,
sync_zero,8,36,30.0,TD-OPT,,1064.7697133749884,165.65675471055636,3,6,6,14,0
sync_zero,8,36,45.0,SP-FF,,1176.0651929794376,375.8441081530683,8,5,4,14,
sync_zero,8,36,45.0,SP-STATIC,,1237.5705001176773,431.0878841609475,8,4,4,14,
sync_zero,8,36,45.0,GREEDY,,1416.0651929794376,497.5632330610526,8,3,3,14,
sync_zero,8,36,45.0,TD-OPT,,1049.7697133749884,209.6028368373653,5,6,5,14,0
sync_zero,8,36,60.0,SP-FF,,1161.0651929794376,360.8441081530683,8,5,4,14,
sync_zero,8,36,60.0,SP-STATIC,,1222.5705001176773,416.0878841609475,8,4,4,14,
sync_zero,8,36,60.0,GREEDY,,1401.0651929794376,482.5632330610526,8,3,3,14,
sync_zero,8,36,60.0,TD-OPT,,1034.7697133749884,194.6028368373653,5,6,5,14,0
sync_zero,8,36,75.0,SP-FF,,1146.0651929794376,345.8441081530683,8,5,4,14,
sync_zero,8,36,75.0,SP-STATIC,,1207.5705001176773,401.0878841609475,8,4,4,14,
sync_zero,8,36,75.0,GREEDY,,1386.0651929794376,467.5632330610526,8,3,3,14,
sync_zero,8,36,75.0,TD-OPT,,1019.7697133749884,179.6028368373653,5,6,5,14,0
sync_zero,8,36,90.0,SP-FF,,1131.0651929794376,330.8441081530683,7,5,4,14,
sync_zero,8,36,90.0,SP-STATIC,,1192.5705001176773,386.0878841609475,7,4,4,14,
sync_zero,8,36,90.0,GREEDY,,1371.0651929794376,452.5632330610526,8,3,3,14,
sync_zero,8,36,90.0,TD-OPT,,1004.7697133749884,164.60283683736526,4,6,5,14,0
sync_zero,8,36,105.0,SP-FF,,1116.0651929794376,315.8441081530683,7,5,4,14,
sync_zero,8,36,105.0,SP-STATIC,,1177.5705001176773,371.0878841609475,7,4,4,14,
sync_zero,8,36,105.0,GREEDY,,1356.0651929794376,437.56323306105253,7,3,3,14,
sync_zero,8,36,105.0,TD-OPT,,989.7697133749884,149.60283683736526,4,6,5,14,0
sync_zero,8,37,0.0,SP-FF,,1378.8099242920389,578.7387650449971,10,1,2,14,
sync_zero,8,37,0.0,SP-STATIC,,1138.8099242920389,333.0615936274929,8,2,3,14,
sync_zero,8,37,0.0,GREEDY,,1105.7851359631834,187.33321888118925,5,4,4,14,
sync_zero,8,37,0.0,TD-OPT,,973.5130452690887,92.36852113386513,4,4,4,14,0
sync_zero,8,37,15.0,SP-FF,,1483.8099242920389,683.7387650449971,10,1,2,14,
sync_zero,8,37,15.0,SP-STATIC,,1243.8099242920389,438.06159362749287,8,2,3,14,
sync_zero,8,37,15.0,GREEDY,,1210.7851359631834,269.8247412052912,6,3,3,14,
sync_zero,8,37,15.0,TD-OPT,,967.3929431915753,45.50171856114156,2,6,6,16,1
sync_zero,8,37,30.0,SP-FF,,1468.8099242920389,668.7387650449971,10,1,2,14,
sync_zero,8,37,30.0,SP-STATIC,,1228.8099242920389,423.06159362749287,8,2,3,14,
sync_zero,8,37,30.0,GREEDY,,1195.7851359631834,254.82474120529122,6,3,3,14,
sync_zero,8,37,30.0,TD-OPT,,952.3929431915753,98.41864259487903,3,4,4,14,0
sync_zero,8,37,45.0,SP-FF,,1453.8099242920389,653.7387650449971,10,1,2,14,
sync_zero,8,37,45.0,SP-STATIC,,1213.8099242920389,408.06159362749287,8,2,3,14,
sync_zero,8,37,45.0,GREEDY,,1180.7851359631834,239.82474120529122,6,3,3,14,
sync_zero,8,37,45.0,TD-OPT,,937.3929431915753,83.41864259487903,3,4,4,14,0
sync_zero,8,37,60.0,SP-FF,,1438.8099242920389,638.7387650449971,10,1,2,14,
sync_zero,8,37,60.0,SP-STATIC,,1198.8099242920389,393.0615936274929,8,2,3,14,
sync_zero,8,37,60.0,GREEDY,,1165.7851359631834,211.94819259061398,5,4,4,14,
sync_zero,8,37,60.0,TD-OPT,,922.3929431915753,62.848643783813344,3,5,4,14,0
sync_zero,8,37,75.0,SP-FF,,1423.8099242920389,623.7387650449971,10,1,2,14,
sync_zero,8,37,75.0,SP-STATIC,,1183.8099242920389,378.0615936274929,8,2,3,14,
sync_zero,8,37,75.0,GREEDY,,1150.7851359631834,232.33321888118937,5,4,4,14,
sync_zero,8,37,75.0,TD-OPT,,907.3929431915753,47.848643783813344,3,5,4,14,0
sync_zero,8,37,90.0,SP-FF,,1408.8099242920389,608.7387650449971,10,1,2,14,
sync_zero,8,37,90.0,SP-STATIC,,1168.8099242920389,363.0615936274929,8,2,3,14,
sync_zero,8,37,90.0,GREEDY,,1135.7851359631834,217.33321888118937,5,4,4,14,
sync_zero,8,37,90.0,TD-OPT,,892.3929431915753,32.84864378381337,2,5,4,14,0
sync_zero,8,37,105.0,SP-FF,,1393.8099242920389,593.7387650449971,10,1,2,14,
sync_zero,8,37,105.0,SP-STATIC,,1153.8099242920389,348.0615936274929,8,2,3,14,
sync_zero,8,37,105.0,GREEDY,,1120.7851359631834,202.33321888118937,5,4,4,14,
sync_zero,8,37,105.0,TD-OPT,,988.5130452690887,107.36852113386519,4,4,4,14,0
sync_zero,8,38,0.0,SP-FF,,997.1087184297858,211.25012099592726,4,4,4,14,
sync_zero,8,38,0.0,SP-STATIC,,997.1087184297858,211.25012099592726,4,4,4,14,
sync_zero,8,38,0.0,GREEDY,,1214.260906884337,344.2885307968755,6,4,4,14,
sync_zero,8,38,0.0,TD-OPT,,997.1087184297858,211.25012099592726,4,4,4,14,0
sync_zero,8,38,15.0,SP-FF,,982.1087184297858,196.25012099592726,3,4,4,14,
sync_zero,8,38,15.0,SP-STATIC,,982.1087184297858,196.25012099592726,3,4,4,14,
sync_zero,8,38,15.0,GREEDY,,1319.260906884337,390.85327582354154,7,3,3,14,
sync_zero,8,38,15.0,TD-OPT,,982.1087184297858,196.25012099592726,3,4,4,14,0
sync_zero,8,38,30.0,SP-FF,,967.1087184297858,181.25012099592726,3,4,4,14,
sync_zero,8,38,30.0,SP-STATIC,,967.1087184297858,181.25012099592726,3,4,4,14,
sync_zero,8,38,30.0,GREEDY,,1304.260906884337,375.85327582354154,6,3,3,14,
sync_zero,8,38,30.0,TD-OPT,,967.1087184297858,181.25012099592726,3,4,4,14,0
sync_zero,8,38,45.0,SP-FF,,952.1087184297858,166.25012099592726,3,4,4,14,
sync_zero,8,38,45.0,SP-STATIC,,952.1087184297858,166.25012099592726,3,4,4,14,
sync_zero,8,38,45.0,GREEDY,,1169.260906884337,299.2885307968755,5,4,4,14,
sync_zero,8,38,45.0,TD-OPT,,952.1087184297858,166.25012099592726,3,4,4,14,0
sync_zero,8,38,60.0,SP-FF,,1057.1087184297858,271.2501209959274,4,4,4,14,
sync_zero,8,38,60.0,SP-STATIC,,1057.1087184297858,271.2501209959274,4,4,4,14,
sync_zero,8,38,60.0,GREEDY,,1274.260906884337,365.4474212006024,6,4,4,14,
sync_zero,8,38,60.0,TD-OPT,,1025.354737336842,107.63611583371772,2,6,6,14,0
sync_zero,8,38,75.0,SP-FF,,1042.1087184297858,256.2501209959274,4,4,4,14,
sync_zero,8,38,75.0,SP-STATIC,,1042.1087184297858,256.2501209959274,4,4,4,14,
sync_zero,8,38,75.0,GREEDY,,1259.260906884337,389.2885307968755,6,4,4,14,
sync_zero,8,38,75.0,TD-OPT,,1010.3547373368419,63.58110827898207,2,6,5,14,0
sync_zero,8,38,90.0,SP-FF,,1027.1087184297858,241.25012099592738,4,4,4,14,
sync_zero,8,38,90.0,SP-STATIC,,1027.1087184297858,241.25012099592738,4,4,4,14,
sync_zero,8,38,90.0,GREEDY,,1244.260906884337,374.2885307968755,6,4,4,14,
sync_zero,8,38,90.0,TD-OPT,,1027.1087184297858,212.19511344119167,3,5,4,14,0
sync_zero,8,38,105.0,SP-FF,,1012.1087184297858,226.25012099592738,4,4,4,14,
sync_zero,8,38,105.0,SP-STATIC,,1012.1087184297858,226.25012099592738,4,4,4,14,
sync_zero,8,38,105.0,GREEDY,,1229.260906884337,359.2885307968755,6,4,4,14,
sync_zero,8,38,105.0,TD-OPT,,1012.1087184297858,226.25012099592738,4,4,4,14,0
sync_zero,8,39,0.0,SP-FF,,1289.2745665727452,513.8148969966619,8,2,2,14,
sync_zero,8,39,0.0,SP-STATIC,,1289.2745665727452,513.8148969966619,8,2,2,14,
sync_zero,8,39,0.0,GREEDY,,1339.8378162330678,309.9728695101195,8,2,2,14,
sync_zero,8,39,0.0,TD-OPT,,1049.274566572745,170.65716345460118,4,4,4,14,0
sync_zero,8,39,15.0,SP-FF,,1394.2745665727452,618.8148969966619,9,2,2,14,
sync_zero,8,39,15.0,SP-STATIC,,1394.2745665727452,618.8148969966619,9,2,2,14,
sync_zero,8,39,15.0,GREEDY,,1564.8378162330678,543.7850694975957,11,1,1,14,
sync_zero,8,39,15.0,TD-OPT,,1084.8378162330678,202.06718032941586,6,5,4,14,0
sync_zero,8,39,30.0,SP-FF,,1379.2745665727452,603.8148969966619,9,2,2,14,
